date,author,author/_title,title,title/_title,title/_text,author/_text,pageUrl
"October 24, 2011",http://www.newyorker.com/contributors/george-saunders,George Saunders,http://www.newyorker.com/magazine/2011/10/31/tenth-of-december,Tenth of December,Tenth of December,George Saunders,http://www.newyorker.com/magazine/fiction/page/21
"October 17, 2011",http://www.newyorker.com/contributors/caitlin-horrocks,Caitlin Horrocks,http://www.newyorker.com/magazine/2011/10/24/sun-city,Sun City,Sun City,Caitlin Horrocks,http://www.newyorker.com/magazine/fiction/page/21
"October 3, 2011",http://www.newyorker.com/contributors/david-long,David Long,http://www.newyorker.com/magazine/2011/10/10/oubliette,Oubliette,Oubliette,David Long,http://www.newyorker.com/magazine/fiction/page/21
"September 26, 2011",http://www.newyorker.com/contributors/thomas-mcguane,Thomas McGuane,http://www.newyorker.com/magazine/2011/10/03/the-house-on-sand-creek,The House on Sand Creek,The House on Sand Creek,Thomas McGuane,http://www.newyorker.com/magazine/fiction/page/21
"September 19, 2011",http://www.newyorker.com/contributors/callan-wink,Callan Wink,http://www.newyorker.com/magazine/2011/09/26/dog-run-moon,Dog Run Moon,Dog Run Moon,Callan Wink,http://www.newyorker.com/magazine/fiction/page/21
"September 12, 2011",http://www.newyorker.com/contributors/ann-beattie,Ann Beattie,http://www.newyorker.com/magazine/2011/09/19/starlight-ann-beattie,Starlight,Starlight,Ann Beattie,http://www.newyorker.com/magazine/fiction/page/21
"September 5, 2011",http://www.newyorker.com/contributors/yi-mun-yol,Yi Mun-yol,http://www.newyorker.com/magazine/2011/09/12/an-anonymous-island,An Anonymous Island,An Anonymous Island,Yi Mun-yol,http://www.newyorker.com/magazine/fiction/page/21
"August 29, 2011",http://www.newyorker.com/contributors/haruki-murakami,Haruki Murakami,http://www.newyorker.com/magazine/2011/09/05/town-of-cats,Town of Cats,Town of Cats,Haruki Murakami,http://www.newyorker.com/magazine/fiction/page/21
"August 22, 2011",http://www.newyorker.com/contributors/david-means,David Means,http://www.newyorker.com/magazine/2011/08/29/el-morro,El Morro,El Morro,David Means,http://www.newyorker.com/magazine/fiction/page/21
"August 8, 2011",http://www.newyorker.com/contributors/yosef-hayim-yerushalmi,Yosef Hayim Yerushalmi,http://www.newyorker.com/magazine/2011/08/15/gilgul,Gilgul,Gilgul,Yosef Hayim Yerushalmi,http://www.newyorker.com/magazine/fiction/page/21
"August 1, 2011",http://www.newyorker.com/contributors/ben-marcus,Ben Marcus,http://www.newyorker.com/magazine/2011/08/08/what-have-you-done,What Have You Done?,What Have You Done?,Ben Marcus,http://www.newyorker.com/magazine/fiction/page/22
"July 18, 2011",http://www.newyorker.com/contributors/robert-coover,Robert Coover,http://www.newyorker.com/magazine/2011/07/25/matinee-robert-coover,Matinée,Matinée,Robert Coover,http://www.newyorker.com/magazine/fiction/page/22
"July 4, 2011",http://www.newyorker.com/contributors/ruth-prawer-jhabvala,Ruth Prawer Jhabvala,http://www.newyorker.com/magazine/2011/07/11/aphrodisiac,Aphrodisiac,Aphrodisiac,Ruth Prawer Jhabvala,http://www.newyorker.com/magazine/fiction/page/22
"June 27, 2011",http://www.newyorker.com/contributors/julian-barnes,Julian Barnes,http://www.newyorker.com/magazine/2011/07/04/homage-to-hemingway,Homage To Hemingway,Homage To Hemingway,Julian Barnes,http://www.newyorker.com/magazine/fiction/page/22
"June 20, 2011",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2011/06/27/gravel-alice-munro,Gravel,Gravel,Alice Munro,http://www.newyorker.com/magazine/fiction/page/22
"June 6, 2011",http://www.newyorker.com/contributors/jeffrey-eugenides,Jeffrey Eugenides,http://www.newyorker.com/magazine/2011/06/13/asleep-in-the-lord,Asleep in the Lord,Asleep in the Lord,Jeffrey Eugenides,http://www.newyorker.com/magazine/fiction/page/22
"June 6, 2011",http://www.newyorker.com/contributors/lauren-groff,Lauren Groff,http://www.newyorker.com/magazine/2011/06/13/above-and-below,Above And Below,Above And Below,Lauren Groff,http://www.newyorker.com/magazine/fiction/page/22
"June 6, 2011",http://www.newyorker.com/contributors/george-saunders,George Saunders,http://www.newyorker.com/magazine/2011/06/13/home-george-saunders,Home,Home,George Saunders,http://www.newyorker.com/magazine/fiction/page/22
"May 30, 2011",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2011/06/06/clever-girl,Clever Girl,Clever Girl,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/22
"May 23, 2011",http://www.newyorker.com/contributors/kate-walbert,Kate Walbert,http://www.newyorker.com/magazine/2011/05/30/mm-world,M&M World,M&M World,Kate Walbert,http://www.newyorker.com/magazine/fiction/page/22
"May 16, 2011",http://www.newyorker.com/contributors/ron-rash,Ron Rash,http://www.newyorker.com/magazine/2011/05/23/the-trusty,The Trusty,The Trusty,Ron Rash,http://www.newyorker.com/magazine/fiction/page/23
"May 9, 2011",http://www.newyorker.com/contributors/michael-ondaatje,Michael Ondaatje,http://www.newyorker.com/magazine/2011/05/16/the-cats-table,The Cat's Table,The Cat's Table,Michael Ondaatje,http://www.newyorker.com/magazine/fiction/page/23
"May 2, 2011",http://www.newyorker.com/contributors/donald-antrim,Donald Antrim,http://www.newyorker.com/magazine/2011/05/09/he-knew,He Knew,He Knew,Donald Antrim,http://www.newyorker.com/magazine/fiction/page/23
"April 25, 2011",http://www.newyorker.com/contributors/sam-lipsyte,Sam Lipsyte,http://www.newyorker.com/magazine/2011/05/02/deniers,Deniers,Deniers,Sam Lipsyte,http://www.newyorker.com/magazine/fiction/page/23
"April 18, 2011",http://www.newyorker.com/contributors/thomas-mcguane,Thomas McGuane,http://www.newyorker.com/magazine/2011/04/25/the-good-samaritan,The Good Samaritan,The Good Samaritan,Thomas McGuane,http://www.newyorker.com/magazine/fiction/page/23
"April 11, 2011",http://www.newyorker.com/contributors/ludmilla-petrushevskaya,Ludmilla Petrushevskaya,http://www.newyorker.com/magazine/2011/04/18/a-withered-branch,A Withered Branch,A Withered Branch,Ludmilla Petrushevskaya,http://www.newyorker.com/magazine/fiction/page/23
"April 4, 2011",http://www.newyorker.com/contributors/keith-ridgway,Keith Ridgway,http://www.newyorker.com/magazine/2011/04/11/goo-book,Goo Book,Goo Book,Keith Ridgway,http://www.newyorker.com/magazine/fiction/page/23
"March 28, 2011",http://www.newyorker.com/contributors/ramona-ausubel,Ramona Ausubel,http://www.newyorker.com/magazine/2011/04/04/atria,Atria,Atria,Ramona Ausubel,http://www.newyorker.com/magazine/fiction/page/23
"March 21, 2011",http://www.newyorker.com/contributors/haruki-murakami,Haruki Murakami,http://www.newyorker.com/magazine/2011/03/28/u-f-o-in-kushiro-haruki-murakami,U.F.O. in Kushiro,U.F.O. in Kushiro,Haruki Murakami,http://www.newyorker.com/magazine/fiction/page/23
"March 14, 2011",http://www.newyorker.com/contributors/ben-marcus,Ben Marcus,http://www.newyorker.com/magazine/2011/03/21/rollingwood,Rollingwood,Rollingwood,Ben Marcus,http://www.newyorker.com/magazine/fiction/page/23
"March 7, 2011",http://www.newyorker.com/contributors/robert-coover,Robert Coover,http://www.newyorker.com/magazine/2011/03/14/going-for-a-beer,Going for a Beer,Going for a Beer,Robert Coover,http://www.newyorker.com/magazine/fiction/page/24
"February 28, 2011",http://www.newyorker.com/contributors/david-foster-wallace,David Foster Wallace,http://www.newyorker.com/magazine/2011/03/07/backbone,Backbone,Backbone,David Foster Wallace,http://www.newyorker.com/magazine/fiction/page/24
"February 21, 2011",http://www.newyorker.com/contributors/said-sayrafiezadeh,Saïd Sayrafiezadeh,http://www.newyorker.com/magazine/2011/02/28/paranoia-said-sayrafiezadeh,Paranoia,Paranoia,Saïd Sayrafiezadeh,http://www.newyorker.com/magazine/fiction/page/24
"February 7, 2011",http://www.newyorker.com/contributors/mary-gaitskill,Mary Gaitskill,http://www.newyorker.com/magazine/2011/02/14/the-other-place,The Other Place,The Other Place,Mary Gaitskill,http://www.newyorker.com/magazine/fiction/page/24
"January 31, 2011",http://www.newyorker.com/contributors/tessa-hadley,Tessa Hadley,http://www.newyorker.com/magazine/2011/02/07/honor-tessa-hadley,Honor,Honor,Tessa Hadley,http://www.newyorker.com/magazine/fiction/page/24
"January 24, 2011",http://www.newyorker.com/contributors/alice-munro,Alice Munro,http://www.newyorker.com/magazine/2011/01/31/axis-alice-munro,Axis,Axis,Alice Munro,http://www.newyorker.com/magazine/fiction/page/24
"January 17, 2011",http://www.newyorker.com/contributors/hisham-matar,Hisham Matar,http://www.newyorker.com/magazine/2011/01/24/naima,Naima,Naima,Hisham Matar,http://www.newyorker.com/magazine/fiction/page/24
"January 10, 2011",http://www.newyorker.com/contributors/amos-oz,Amos Oz,http://www.newyorker.com/magazine/2011/01/17/the-king-of-norway,The King of Norway,The King of Norway,Amos Oz,http://www.newyorker.com/magazine/fiction/page/24
"January 3, 2011",http://www.newyorker.com/contributors/louise-erdrich,Louise Erdrich,http://www.newyorker.com/magazine/2011/01/10/the-years-of-my-birth,The Years of My Birth,The Years of My Birth,Louise Erdrich,http://www.newyorker.com/magazine/fiction/page/24
"December 27, 2010",http://www.newyorker.com/contributors/steven-millhauser,Steven Millhauser,http://www.newyorker.com/magazine/2011/01/03/getting-closer-steven-millhauser,Getting Closer,Getting Closer,Steven Millhauser,http://www.newyorker.com/magazine/fiction/page/24
"December 13, 2010",http://www.newyorker.com/contributors/george-saunders,George Saunders,http://www.newyorker.com/magazine/2010/12/20/escape-from-spiderhead,Escape from Spiderhead,Escape from Spiderhead,George Saunders,http://www.newyorker.com/magazine/fiction/page/25
"December 6, 2010",http://www.newyorker.com/contributors/nuruddin-farah,Nuruddin Farah,http://www.newyorker.com/magazine/2010/12/13/youngthing,Youngthing,Youngthing,Nuruddin Farah,http://www.newyorker.com/magazine/fiction/page/25
"November 29, 2010",http://www.newyorker.com/contributors/jim-gavin,Jim Gavin,http://www.newyorker.com/magazine/2010/12/06/costello,Costello,Costello,Jim Gavin,http://www.newyorker.com/magazine/fiction/page/25
"November 22, 2010",http://www.newyorker.com/contributors/samantha-hunt,Samantha Hunt,http://www.newyorker.com/magazine/2010/11/29/the-yellow,The Yellow,The Yellow,Samantha Hunt,http://www.newyorker.com/magazine/fiction/page/25
